0.022,0.5054997781774029
0.043,0.5107483439103769
0.066,0.5164940131078767
0.119,0.529714942165396
0.137,0.5341965305004951
0.192,0.5478530855616275
0.229,0.5570011178108214
0.269,0.5668473899714965
0.276,0.5685652990777049
0.282,0.5700364822300554
0.292,0.5724856953888094
0.329,0.581516041562875
0.337,0.5834616035102305
0.345,0.585404569129465
0.383,0.5945964622013231
0.386,0.5953194110219262
0.394,0.5972452458743265
0.413,0.6018070039467833
0.414,0.6020466148666933
0.419,0.6032439339024783
0.433,0.6065898127311785
0.433,0.6065898127311785
0.451,0.6108769665867652
0.456,0.6120648370660614
0.472,0.6158570201970384
0.502,0.6229292233842622
0.518,0.6266799806222696
0.537,0.6311142657248102
0.553,0.6348313334471978
0.561,0.6366838893983633
0.614,0.6488527153043901
0.638,0.6543012180520054
0.652,0.6574610164692165
0.654,0.6579112865757341
0.656,0.6583612723612142
0.657,0.6585861584366447
0.692,0.6664116889303914
0.736,0.676120547834261
0.757,0.6807020472507072
0.803,0.6906158442082957
0.81,0.6921095043017882
0.83,0.6963549298238342
0.843,0.6990966742355724
0.858,0.7022426277306182
0.863,0.7032870590097319
0.875,0.7057850278370112
0.886,0.708064023786986
0.897,0.7103326117671864
0.938,0.7186954897648784
0.985,0.7280991982662492
